ano,zona,sigla_partido,cargo,turno,votos_nominais,votos_nao_nominais
2004,230,PCO,prefeito,1,34,0
2004,230,PDT,prefeito,1,477,0
2004,230,PFL,prefeito,1,17653,0
2004,230,PL,prefeito,1,9910,0
2004,230,PMDB,prefeito,1,3780,0
2004,230,PPS,prefeito,1,173,0
2004,230,PRONA,prefeito,1,380,0
2004,230,PSTU,prefeito,1,53,0
2004,230,PT,prefeito,1,2085,0
2004,230,PAN,vereador,1,20,8
2004,230,PC do B,vereador,1,250,99
2004,230,PCB,vereador,1,6,21
2004,230,PCO,vereador,1,1,12
2004,230,PDT,vereador,1,2623,213
2004,230,PFL,vereador,1,8986,1400
2004,230,PHS,vereador,1,30,5
2004,230,PL,vereador,1,1616,844
2004,230,PMDB,vereador,1,4197,437
2004,230,PMN,vereador,1,34,6
2004,230,PP,vereador,1,522,20
2004,230,PPS,vereador,1,1010,40
2004,230,PRONA,vereador,1,521,265
2004,230,PRP,vereador,1,181,10
2004,230,PRTB,vereador,1,616,11
2004,230,PSB,vereador,1,687,11
2004,230,PSC,vereador,1,2050,34
2004,230,PSDB,vereador,1,1033,44
2004,230,PSDC,vereador,1,261,6
2004,230,PSL,vereador,1,991,20
2004,230,PSTU,vereador,1,75,21
2004,230,PT,vereador,1,4177,327
2004,230,PT do B,vereador,1,680,11
2004,230,PTB,vereador,1,758,22
2004,230,PTC,vereador,1,37,9
2004,230,PTN,vereador,1,51,42
2004,230,PV,vereador,1,159,4
2004,231,PC do B,prefeito,1,1336,0
2004,231,PCO,prefeito,1,25,0
2004,231,PDT,prefeito,1,337,0
2004,231,PFL,prefeito,1,16219,0
2004,231,PL,prefeito,1,7065,0
2004,231,PMDB,prefeito,1,2843,0
2004,231,PPS,prefeito,1,137,0
2004,231,PRONA,prefeito,1,361,0
2004,231,PSTU,prefeito,1,65,0
2004,231,PT,prefeito,1,1409,0
2004,231,PAN,vereador,1,23,15
2004,231,PC do B,vereador,1,314,117
2004,231,PCB,vereador,1,5,11
2004,231,PCO,vereador,1,3,4
2004,231,PDT,vereador,1,1380,102
2004,231,PFL,vereador,1,5127,1221
2004,231,PHS,vereador,1,69,7
2004,231,PL,vereador,1,1588,584
2004,231,PMDB,vereador,1,2462,319
2004,231,PMN,vereador,1,39,6
2004,231,PP,vereador,1,641,37
2004,231,PPS,vereador,1,848,33
2004,231,PRONA,vereador,1,601,265
2004,231,PRP,vereador,1,163,11
2004,231,PRTB,vereador,1,677,17
2004,231,PSB,vereador,1,353,10
2004,231,PSC,vereador,1,3694,62
2004,231,PSDB,vereador,1,2189,59
2004,231,PSDC,vereador,1,253,5
2004,231,PSL,vereador,1,557,11
2004,231,PSTU,vereador,1,116,37
2004,231,PT,vereador,1,1667,302
2004,231,PT do B,vereador,1,1560,28
2004,231,PTB,vereador,1,1183,33
2004,231,PTC,vereador,1,126,20
2004,231,PTN,vereador,1,87,10
2004,231,PV,vereador,1,138,4
2004,232,PC do B,prefeito,1,1188,0
2004,232,PCO,prefeito,1,31,0
2004,232,PDT,prefeito,1,351,0
2004,232,PFL,prefeito,1,14622,0
2004,232,PL,prefeito,1,7147,0
2004,232,PMDB,prefeito,1,2408,0
2004,232,PPS,prefeito,1,128,0
2004,232,PRONA,prefeito,1,383,0
2004,232,PSTU,prefeito,1,66,0
2004,232,PT,prefeito,1,1370,0
2004,232,PAN,vereador,1,17,15
2004,232,PC do B,vereador,1,374,111
2004,232,PCB,vereador,1,2,17
2004,232,PCO,vereador,1,1,7
2004,232,PDT,vereador,1,1805,125
2004,232,PFL,vereador,1,4691,1142
2004,232,PHS,vereador,1,39,7
2004,232,PL,vereador,1,2119,638
2004,232,PMDB,vereador,1,2505,300
2004,232,PMN,vereador,1,27,6
2004,232,PP,vereador,1,477,24
2004,232,PPS,vereador,1,555,38
2004,232,PRONA,vereador,1,258,263
2004,232,PRP,vereador,1,39,7
2004,232,PRTB,vereador,1,1057,19
2004,232,PSB,vereador,1,232,9
2004,232,PSC,vereador,1,2692,34
2004,232,PSDB,vereador,1,1154,46
2004,232,PSDC,vereador,1,192,6
2004,232,PSL,vereador,1,1077,16
2004,232,PSTU,vereador,1,93,27
2004,232,PT,vereador,1,1729,318
2004,232,PT do B,vereador,1,921,12
2004,232,PTB,vereador,1,1288,20
2004,232,PTC,vereador,1,545,19
2004,232,PTN,vereador,1,90,8
2004,232,PV,vereador,1,120,4
2004,233,PC do B,prefeito,1,2042,0
2004,233,PCO,prefeito,1,17,0
2004,233,PDT,prefeito,1,387,0
2004,233,PFL,prefeito,1,16834,0
2004,233,PL,prefeito,1,9199,0
2004,233,PMDB,prefeito,1,4130,0
2004,233,PPS,prefeito,1,178,0
2004,233,PRONA,prefeito,1,501,0
2004,233,PSTU,prefeito,1,69,0
2004,233,PT,prefeito,1,1608,0
2004,233,PAN,vereador,1,10,9
2004,233,PC do B,vereador,1,880,193
2004,233,PCB,vereador,1,10,15
2004,233,PCO,vereador,1,2,4
2004,233,PDT,vereador,1,1301,157
2004,233,PFL,vereador,1,7247,1224
2004,233,PHS,vereador,1,35,7
2004,233,PL,vereador,1,1587,805
2004,233,PMDB,vereador,1,4389,471
2004,233,PMN,vereador,1,28,17
2004,233,PP,vereador,1,631,35
2004,233,PPS,vereador,1,766,49
2004,233,PRONA,vereador,1,523,338
2004,233,PRP,vereador,1,37,8
2004,233,PRTB,vereador,1,1239,13
2004,233,PSB,vereador,1,446,18
2004,233,PSC,vereador,1,3720,61
2004,233,PSDB,vereador,1,1637,47
2004,233,PSDC,vereador,1,155,4
2004,233,PSL,vereador,1,1263,19
2004,233,PSTU,vereador,1,100,41
2004,233,PT,vereador,1,1187,356
2004,233,PT do B,vereador,1,486,8
2004,233,PTB,vereador,1,2405,43
2004,233,PTC,vereador,1,88,13
2004,233,PTN,vereador,1,81,6
2004,233,PV,vereador,1,210,7
2004,234,PC do B,prefeito,1,2110,0
2004,234,PCO,prefeito,1,26,0
2004,234,PDT,prefeito,1,393,0
2004,234,PFL,prefeito,1,16233,0
2004,234,PL,prefeito,1,8710,0
2004,234,PMDB,prefeito,1,4411,0
2004,234,PPS,prefeito,1,152,0
2004,234,PRONA,prefeito,1,460,0
2004,234,PSTU,prefeito,1,68,0
2004,234,PT,prefeito,1,1601,0
2004,234,PAN,vereador,1,26,15
2004,234,PC do B,vereador,1,627,195
2004,234,PCB,vereador,1,13,22
2004,234,PCO,vereador,1,1,7
2004,234,PDT,vereador,1,1299,130
2004,234,PFL,vereador,1,6060,1294
2004,234,PHS,vereador,1,29,5
2004,234,PL,vereador,1,878,707
2004,234,PMDB,vereador,1,2305,444
2004,234,PMN,vereador,1,23,10
2004,234,PP,vereador,1,785,24
2004,234,PPS,vereador,1,509,45
2004,234,PRONA,vereador,1,1149,304
2004,234,PRP,vereador,1,32,7
2004,234,PRTB,vereador,1,1093,17
2004,234,PSB,vereador,1,258,13
2004,234,PSC,vereador,1,6757,110
2004,234,PSDB,vereador,1,2481,81
2004,234,PSDC,vereador,1,337,12
2004,234,PSL,vereador,1,556,16
2004,234,PSTU,vereador,1,106,37
2004,234,PT,vereador,1,1289,344
2004,234,PT do B,vereador,1,1078,17
2004,234,PTB,vereador,1,1819,31
2004,234,PTC,vereador,1,74,9
2004,234,PTN,vereador,1,219,9
2004,234,PV,vereador,1,160,8
2004,235,PC do B,prefeito,1,2102,0
2004,235,PCO,prefeito,1,39,0
2004,235,PDT,prefeito,1,562,0
2004,235,PFL,prefeito,1,15331,0
2004,235,PL,prefeito,1,7328,0
2004,235,PMDB,prefeito,1,3590,0
2004,235,PPS,prefeito,1,178,0
2004,235,PRONA,prefeito,1,475,0
2004,235,PSTU,prefeito,1,55,0
2004,235,PT,prefeito,1,1604,0
2004,235,PAN,vereador,1,64,17
2004,235,PC do B,vereador,1,1007,218
2004,235,PCB,vereador,1,2,18
2004,235,PCO,vereador,1,2,4
2004,235,PDT,vereador,1,3860,185
2004,235,PFL,vereador,1,5602,1216
2004,235,PHS,vereador,1,41,3
2004,235,PL,vereador,1,955,695
2004,235,PMDB,vereador,1,2177,399
2004,235,PMN,vereador,1,30,12
2004,235,PP,vereador,1,765,32
2004,235,PPS,vereador,1,482,50
2004,235,PRONA,vereador,1,484,330
2004,235,PRP,vereador,1,26,10
2004,235,PRTB,vereador,1,942,12
2004,235,PSB,vereador,1,262,10
2004,235,PSC,vereador,1,3164,48
2004,235,PSDB,vereador,1,2006,65
2004,235,PSDC,vereador,1,242,5
2004,235,PSL,vereador,1,481,13
2004,235,PSTU,vereador,1,90,41
2004,235,PT,vereador,1,1572,322
2004,235,PT do B,vereador,1,598,15
2004,235,PTB,vereador,1,2002,40
2004,235,PTC,vereador,1,70,12
2004,235,PTN,vereador,1,116,8
2004,235,PV,vereador,1,173,13
2004,236,PC do B,prefeito,1,970,0
2004,236,PCO,prefeito,1,18,0
2004,236,PDT,prefeito,1,239,0
2004,236,PFL,prefeito,1,10781,0
2004,236,PL,prefeito,1,4486,0
2004,236,PMDB,prefeito,1,1790,0
2004,236,PPS,prefeito,1,98,0
2004,236,PRONA,prefeito,1,276,0
2004,236,PSTU,prefeito,1,35,0
2004,236,PT,prefeito,1,1138,0
2004,236,PAN,vereador,1,15,7
2004,236,PC do B,vereador,1,222,100
2004,236,PCB,vereador,1,10,10
2004,236,PCO,vereador,1,2,3
2004,236,PDT,vereador,1,688,88
2004,236,PFL,vereador,1,3732,765
2004,236,PHS,vereador,1,31,8
2004,236,PL,vereador,1,457,397
2004,236,PMDB,vereador,1,1957,204
2004,236,PMN,vereador,1,155,9
2004,236,PP,vereador,1,271,13
2004,236,PPS,vereador,1,394,19
2004,236,PRONA,vereador,1,190,198
2004,236,PRP,vereador,1,120,10
2004,236,PRTB,vereador,1,997,7
2004,236,PSB,vereador,1,279,11
2004,236,PSC,vereador,1,1511,27
2004,236,PSDB,vereador,1,1311,28
2004,236,PSDC,vereador,1,139,4
2004,236,PSL,vereador,1,275,9
2004,236,PSTU,vereador,1,64,24
2004,236,PT,vereador,1,1647,219
2004,236,PT do B,vereador,1,282,5
2004,236,PTB,vereador,1,2382,30
2004,236,PTC,vereador,1,63,6
2004,236,PTN,vereador,1,38,1
2004,236,PV,vereador,1,182,5
2004,237,PC do B,prefeito,1,1232,0
2004,237,PCO,prefeito,1,24,0
2004,237,PDT,prefeito,1,423,0
2004,237,PFL,prefeito,1,14946,0
2004,237,PL,prefeito,1,8736,0
2004,237,PMDB,prefeito,1,4616,0
2004,237,PPS,prefeito,1,143,0
2004,237,PRONA,prefeito,1,353,0
2004,237,PSTU,prefeito,1,61,0
2004,237,PT,prefeito,1,1481,0
2004,237,PAN,vereador,1,12,11
2004,237,PC do B,vereador,1,278,89
2004,237,PCB,vereador,1,8,17
2004,237,PCO,vereador,1,3,4
2004,237,PDT,vereador,1,1482,162
2004,237,PFL,vereador,1,6071,1186
2004,237,PHS,vereador,1,49,2
2004,237,PL,vereador,1,680,821
2004,237,PMDB,vereador,1,6496,572
2004,237,PMN,vereador,1,31,11
2004,237,PP,vereador,1,522,24
2004,237,PPS,vereador,1,519,40
2004,237,PRONA,vereador,1,305,251
2004,237,PRP,vereador,1,60,8
2004,237,PRTB,vereador,1,1358,36
2004,237,PSB,vereador,1,235,8
2004,237,PSC,vereador,1,1527,35
2004,237,PSDB,vereador,1,2463,83
2004,237,PSDC,vereador,1,328,12
2004,237,PSL,vereador,1,456,15
2004,237,PSTU,vereador,1,89,48
2004,237,PT,vereador,1,1915,298
2004,237,PT do B,vereador,1,290,8
2004,237,PTB,vereador,1,2307,65
2004,237,PTC,vereador,1,70,9
2004,237,PTN,vereador,1,76,7
2004,237,PV,vereador,1,198,10
2004,238,PC do B,prefeito,1,1211,0
2004,238,PCO,prefeito,1,28,0
2004,238,PDT,prefeito,1,355,0
2004,238,PFL,prefeito,1,15251,0
2004,238,PL,prefeito,1,9024,0
2004,238,PMDB,prefeito,1,3641,0
2004,238,PPS,prefeito,1,126,0
2004,238,PRONA,prefeito,1,393,0
2004,238,PSTU,prefeito,1,54,0
2004,238,PT,prefeito,1,1642,0
2004,238,PAN,vereador,1,2,9
2004,238,PC do B,vereador,1,284,98
2004,238,PCB,vereador,1,12,16
2004,238,PCO,vereador,1,2,6
2004,238,PDT,vereador,1,883,145
2004,238,PFL,vereador,1,4777,1056
2004,238,PHS,vereador,1,18,3
2004,238,PL,vereador,1,819,746
2004,238,PMDB,vereador,1,3772,442
2004,238,PMN,vereador,1,464,16
2004,238,PP,vereador,1,635,22
2004,238,PPS,vereador,1,552,37
2004,238,PRONA,vereador,1,318,277
2004,238,PRP,vereador,1,128,10
2004,238,PRTB,vereador,1,1920,24
2004,238,PSB,vereador,1,584,11
2004,238,PSC,vereador,1,2526,50
2004,238,PSDB,vereador,1,1502,52
2004,238,PSDC,vereador,1,169,4
2004,238,PSL,vereador,1,329,8
2004,238,PSTU,vereador,1,81,35
2004,238,PT,vereador,1,2545,233
2004,238,PT do B,vereador,1,345,8
2004,238,PTB,vereador,1,5169,72
2004,238,PTC,vereador,1,101,6
2004,238,PTN,vereador,1,38,7
2004,238,PV,vereador,1,233,4
2004,240,PC do B,prefeito,1,1131,0
2004,240,PCO,prefeito,1,24,0
2004,240,PDT,prefeito,1,372,0
2004,240,PFL,prefeito,1,17127,0
2004,240,PL,prefeito,1,10079,0
2004,240,PMDB,prefeito,1,4343,0
2004,240,PPS,prefeito,1,144,0
2004,240,PRONA,prefeito,1,372,0
2004,240,PSTU,prefeito,1,42,0
2004,240,PT,prefeito,1,1622,0
2004,240,PAN,vereador,1,10,16
2004,240,PC do B,vereador,1,627,113
2004,240,PCB,vereador,1,7,9
2004,240,PDT,vereador,1,886,131
2004,240,PFL,vereador,1,3820,1506
2004,240,PHS,vereador,1,59,7
2004,240,PL,vereador,1,1511,1101
2004,240,PMDB,vereador,1,1943,532
2004,240,PMN,vereador,1,59,12
2004,240,PP,vereador,1,297,20
2004,240,PPS,vereador,1,531,34
2004,240,PRONA,vereador,1,281,252
2004,240,PRP,vereador,1,18,30
2004,240,PRTB,vereador,1,898,26
2004,240,PSB,vereador,1,126,8
2004,240,PSC,vereador,1,3982,102
2004,240,PSDB,vereador,1,3816,97
2004,240,PSDC,vereador,1,619,18
2004,240,PSL,vereador,1,1711,29
2004,240,PSTU,vereador,1,43,21
2004,240,PT,vereador,1,6178,300
2004,240,PT do B,vereador,1,355,13
2004,240,PTB,vereador,1,2897,56
2004,240,PTC,vereador,1,137,7
2004,240,PTN,vereador,1,163,18
2004,240,PV,vereador,1,104,7
2004,241,PC do B,prefeito,1,1752,0
2004,241,PCO,prefeito,1,28,0
2004,241,PDT,prefeito,1,441,0
2004,241,PFL,prefeito,1,13960,0
2004,241,PL,prefeito,1,12240,0
2004,241,PMDB,prefeito,1,5852,0
2004,241,PPS,prefeito,1,178,0
2004,241,PRONA,prefeito,1,486,0
2004,241,PSTU,prefeito,1,54,0
2004,241,PT,prefeito,1,1528,0
2004,241,PAN,vereador,1,66,39
2004,241,PC do B,vereador,1,567,149
2004,241,PCB,vereador,1,3,15
2004,241,PCO,vereador,1,1,6
2004,241,PDT,vereador,1,1611,150
2004,241,PFL,vereador,1,4788,1228
2004,241,PHS,vereador,1,169,7
2004,241,PL,vereador,1,1335,1131
2004,241,PMDB,vereador,1,4025,654
2004,241,PMN,vereador,1,104,12
2004,241,PP,vereador,1,453,21
2004,241,PPS,vereador,1,742,47
2004,241,PRONA,vereador,1,637,310
2004,241,PRP,vereador,1,10,8
2004,241,PRTB,vereador,1,1908,33
2004,241,PSB,vereador,1,142,10
2004,241,PSC,vereador,1,3257,66
2004,241,PSDB,vereador,1,4107,119
2004,241,PSDC,vereador,1,488,11
2004,241,PSL,vereador,1,2033,29
2004,241,PSTU,vereador,1,83,24
2004,241,PT,vereador,1,2792,282
2004,241,PT do B,vereador,1,430,14
2004,241,PTB,vereador,1,1399,40
2004,241,PTC,vereador,1,299,4
2004,241,PTN,vereador,1,50,7
2004,241,PV,vereador,1,103,7
2004,242,PC do B,prefeito,1,2082,0
2004,242,PCO,prefeito,1,36,0
2004,242,PDT,prefeito,1,544,0
2004,242,PFL,prefeito,1,20537,0
2004,242,PL,prefeito,1,10975,0
2004,242,PMDB,prefeito,1,5305,0
2004,242,PPS,prefeito,1,181,0
2004,242,PRONA,prefeito,1,542,0
2004,242,PSTU,prefeito,1,60,0
2004,242,PT,prefeito,1,1764,0
2004,242,PAN,vereador,1,26,27
2004,242,PC do B,vereador,1,1134,220
2004,242,PCB,vereador,1,16,16
2004,242,PCO,vereador,1,22,6
2004,242,PDT,vereador,1,1774,192
2004,242,PFL,vereador,1,5014,1741
2004,242,PHS,vereador,1,78,9
2004,242,PL,vereador,1,1320,989
2004,242,PMDB,vereador,1,4391,646
2004,242,PMN,vereador,1,144,7
2004,242,PP,vereador,1,545,25
2004,242,PPS,vereador,1,1106,56
2004,242,PRONA,vereador,1,296,398
2004,242,PRP,vereador,1,20,11
2004,242,PRTB,vereador,1,1119,29
2004,242,PSB,vereador,1,436,21
2004,242,PSC,vereador,1,1548,42
2004,242,PSDB,vereador,1,10413,269
2004,242,PSDC,vereador,1,1144,18
2004,242,PSL,vereador,1,1954,33
2004,242,PSTU,vereador,1,105,53
2004,242,PT,vereador,1,1650,420
2004,242,PT do B,vereador,1,615,14
2004,242,PTB,vereador,1,775,41
2004,242,PTC,vereador,1,362,10
2004,242,PTN,vereador,1,150,4
2004,242,PV,vereador,1,343,17
2004,243,PC do B,prefeito,1,1841,0
2004,243,PCO,prefeito,1,34,0
2004,243,PDT,prefeito,1,584,0
2004,243,PFL,prefeito,1,22056,0
2004,243,PL,prefeito,1,10947,0
2004,243,PMDB,prefeito,1,5399,0
2004,243,PPS,prefeito,1,167,0
2004,243,PRONA,prefeito,1,428,0
2004,243,PSTU,prefeito,1,60,0
2004,243,PT,prefeito,1,1492,0
2004,243,PAN,vereador,1,13,16
2004,243,PC do B,vereador,1,1520,169
2004,243,PCB,vereador,1,8,18
2004,243,PCO,vereador,1,4,5
2004,243,PDT,vereador,1,3693,195
2004,243,PFL,vereador,1,8939,1708
2004,243,PHS,vereador,1,86,2
2004,243,PL,vereador,1,938,917
2004,243,PMDB,vereador,1,5482,627
2004,243,PMN,vereador,1,43,7
2004,243,PP,vereador,1,756,22
2004,243,PPS,vereador,1,586,70
2004,243,PRONA,vereador,1,257,265
2004,243,PRP,vereador,1,25,12
2004,243,PRTB,vereador,1,1751,31
2004,243,PSB,vereador,1,372,21
2004,243,PSC,vereador,1,1109,31
2004,243,PSDB,vereador,1,6961,173
2004,243,PSDC,vereador,1,1175,26
2004,243,PSL,vereador,1,941,25
2004,243,PSTU,vereador,1,84,35
2004,243,PT,vereador,1,1299,250
2004,243,PT do B,vereador,1,1149,26
2004,243,PTB,vereador,1,651,15
2004,243,PTC,vereador,1,173,11
2004,243,PTN,vereador,1,89,6
2004,243,PV,vereador,1,310,11
2004,244,PC do B,prefeito,1,1523,0
2004,244,PCO,prefeito,1,37,0
2004,244,PDT,prefeito,1,343,0
2004,244,PFL,prefeito,1,14867,0
2004,244,PL,prefeito,1,6759,0
2004,244,PMDB,prefeito,1,2937,0
2004,244,PPS,prefeito,1,162,0
2004,244,PRONA,prefeito,1,358,0
2004,244,PSTU,prefeito,1,41,0
2004,244,PT,prefeito,1,1536,0
2004,244,PAN,vereador,1,14,20
2004,244,PC do B,vereador,1,715,177
2004,244,PCB,vereador,1,6,18
2004,244,PCO,vereador,1,18,7
2004,244,PDT,vereador,1,1111,120
2004,244,PFL,vereador,1,3581,1329
2004,244,PHS,vereador,1,57,5
2004,244,PL,vereador,1,736,644
2004,244,PMDB,vereador,1,4936,412
2004,244,PMN,vereador,1,201,7
2004,244,PP,vereador,1,413,16
2004,244,PPS,vereador,1,706,34
2004,244,PRONA,vereador,1,208,293
2004,244,PRP,vereador,1,19,6
2004,244,PRTB,vereador,1,722,16
2004,244,PSB,vereador,1,235,7
2004,244,PSC,vereador,1,1457,29
2004,244,PSDB,vereador,1,4112,110
2004,244,PSDC,vereador,1,601,11
2004,244,PSL,vereador,1,925,30
2004,244,PSTU,vereador,1,96,44
2004,244,PT,vereador,1,1731,404
2004,244,PT do B,vereador,1,649,12
2004,244,PTB,vereador,1,634,26
2004,244,PTC,vereador,1,135,2
2004,244,PTN,vereador,1,114,2
2004,244,PV,vereador,1,210,9
2004,245,PC do B,prefeito,1,2409,0
2004,245,PCO,prefeito,1,43,0
2004,245,PDT,prefeito,1,470,0
2004,245,PFL,prefeito,1,20408,0
2004,245,PL,prefeito,1,13004,0
2004,245,PMDB,prefeito,1,5186,0
2004,245,PPS,prefeito,1,230,0
2004,245,PRONA,prefeito,1,560,0
2004,245,PSTU,prefeito,1,86,0
2004,245,PT,prefeito,1,2601,0
2004,245,PAN,vereador,1,25,21
2004,245,PC do B,vereador,1,883,218
2004,245,PCB,vereador,1,9,19
2004,245,PCO,vereador,1,37,11
2004,245,PDT,vereador,1,1563,163
2004,245,PFL,vereador,1,4768,1737
2004,245,PHS,vereador,1,76,10
2004,245,PL,vereador,1,1637,1072
2004,245,PMDB,vereador,1,6813,728
2004,245,PMN,vereador,1,430,17
2004,245,PP,vereador,1,533,36
2004,245,PPS,vereador,1,966,60
2004,245,PRONA,vereador,1,339,420
2004,245,PRP,vereador,1,24,9
2004,245,PRTB,vereador,1,1244,31
2004,245,PSB,vereador,1,271,16
2004,245,PSC,vereador,1,2764,68
2004,245,PSDB,vereador,1,7574,162
2004,245,PSDC,vereador,1,999,11
2004,245,PSL,vereador,1,1518,15
2004,245,PSTU,vereador,1,154,55
2004,245,PT,vereador,1,3038,556
2004,245,PT do B,vereador,1,1633,15
2004,245,PTB,vereador,1,1123,36
2004,245,PTC,vereador,1,184,4
2004,245,PTN,vereador,1,90,6
2004,245,PV,vereador,1,319,7
2004,246,PC do B,prefeito,1,2447,0
2004,246,PCO,prefeito,1,39,0
2004,246,PDT,prefeito,1,556,0
2004,246,PFL,prefeito,1,22779,0
2004,246,PL,prefeito,1,17076,0
2004,246,PMDB,prefeito,1,7594,0
2004,246,PPS,prefeito,1,282,0
2004,246,PRONA,prefeito,1,715,0
2004,246,PSTU,prefeito,1,67,0
2004,246,PT,prefeito,1,2340,0
2004,246,PAN,vereador,1,48,26
2004,246,PC do B,vereador,1,877,243
2004,246,PCB,vereador,1,9,20
2004,246,PCO,vereador,1,4,7
2004,246,PDT,vereador,1,1841,175
2004,246,PFL,vereador,1,5783,2052
2004,246,PHS,vereador,1,148,8
2004,246,PL,vereador,1,2010,1480
2004,246,PMDB,vereador,1,7069,888
2004,246,PMN,vereador,1,72,12
2004,246,PP,vereador,1,650,21
2004,246,PPS,vereador,1,1286,57
2004,246,PRONA,vereador,1,461,484
2004,246,PRP,vereador,1,13,13
2004,246,PRTB,vereador,1,2855,50
2004,246,PSB,vereador,1,230,20
2004,246,PSC,vereador,1,3473,67
2004,246,PSDB,vereador,1,8926,225
2004,246,PSDC,vereador,1,687,12
2004,246,PSL,vereador,1,2929,48
2004,246,PSTU,vereador,1,106,51
2004,246,PT,vereador,1,4285,450
2004,246,PT do B,vereador,1,635,20
2004,246,PTB,vereador,1,1541,44
2004,246,PTC,vereador,1,333,8
2004,246,PTN,vereador,1,126,11
2004,246,PV,vereador,1,193,5
2004,252,PC do B,prefeito,1,2541,0
2004,252,PCO,prefeito,1,14,0
2004,252,PDT,prefeito,1,779,0
2004,252,PFL,prefeito,1,17601,0
2004,252,PL,prefeito,1,4125,0
2004,252,PMDB,prefeito,1,2355,0
2004,252,PPS,prefeito,1,401,0
2004,252,PRONA,prefeito,1,231,0
2004,252,PSTU,prefeito,1,65,0
2004,252,PT,prefeito,1,2352,0
2004,252,PAN,vereador,1,41,12
2004,252,PC do B,vereador,1,720,231
2004,252,PCB,vereador,1,81,11
2004,252,PCO,vereador,1,1,4
2004,252,PDT,vereador,1,1494,250
2004,252,PFL,vereador,1,5939,1443
2004,252,PHS,vereador,1,26,5
2004,252,PL,vereador,1,1534,489
2004,252,PMDB,vereador,1,1589,319
2004,252,PMN,vereador,1,9,5
2004,252,PP,vereador,1,827,49
2004,252,PPS,vereador,1,1552,77
2004,252,PRONA,vereador,1,187,167
2004,252,PRP,vereador,1,21,10
2004,252,PRTB,vereador,1,310,7
2004,252,PSB,vereador,1,615,11
2004,252,PSC,vereador,1,783,18
2004,252,PSDB,vereador,1,3758,260
2004,252,PSDC,vereador,1,68,3
2004,252,PSL,vereador,1,275,13
2004,252,PSTU,vereador,1,201,55
2004,252,PT,vereador,1,2268,754
2004,252,PT do B,vereador,1,219,5
2004,252,PTB,vereador,1,708,20
2004,252,PTC,vereador,1,38,3
2004,252,PTN,vereador,1,167,8
2004,252,PV,vereador,1,1631,138
2006,1,PAN,deputado estadual,1,167,15
2006,1,PC do B,deputado estadual,1,419,158
2006,1,PCB,deputado estadual,1,17,16
2006,1,PDT,deputado estadual,1,1797,184
2006,1,PFL,deputado estadual,1,3334,215
2006,1,PHS,deputado estadual,1,247,12
2006,1,PL,deputado estadual,1,328,59
2006,1,PMDB,deputado estadual,1,4277,358
2006,1,PMN,deputado estadual,1,443,16
2006,1,PP,deputado estadual,1,500,150
2006,1,PPS,deputado estadual,1,370,92
2006,1,PRB,deputado estadual,1,124,107
2006,1,PRONA,deputado estadual,1,298,55
2006,1,PRP,deputado estadual,1,166,6
2006,1,PRTB,deputado estadual,1,67,6
2006,1,PSB,deputado estadual,1,569,28
2006,1,PSC,deputado estadual,1,626,24
2006,1,PSDB,deputado estadual,1,667,159
2006,1,PSDC,deputado estadual,1,154,10
2006,1,PSL,deputado estadual,1,47,12
2006,1,PSOL,deputado estadual,1,181,209
2006,1,PSTU,deputado estadual,1,9,9
2006,1,PT,deputado estadual,1,1381,495
2006,1,PT do B,deputado estadual,1,320,43
2006,1,PTB,deputado estadual,1,214,35
2006,1,PTC,deputado estadual,1,114,9
2006,1,PTN,deputado estadual,1,33,8
2006,1,PV,deputado estadual,1,170,67
2006,1,PAN,deputado federal,1,99,15
2006,1,PC do B,deputado federal,1,336,81
2006,1,PCB,deputado federal,1,32,20
2006,1,PDT,deputado federal,1,1289,134
2006,1,PFL,deputado federal,1,3233,146
2006,1,PHS,deputado federal,1,170,9
2006,1,PL,deputado federal,1,846,20
2006,1,PMDB,deputado federal,1,1810,310
2006,1,PMN,deputado federal,1,350,14
2006,1,PP,deputado federal,1,882,84
2006,1,PPS,deputado federal,1,717,71
2006,1,PRB,deputado federal,1,285,91
2006,1,PRONA,deputado federal,1,480,33
2006,1,PRP,deputado federal,1,49,9
2006,1,PRTB,deputado federal,1,52,3
2006,1,PSB,deputado federal,1,608,20
2006,1,PSC,deputado federal,1,509,20
2006,1,PSDB,deputado federal,1,813,160
2006,1,PSDC,deputado federal,1,79,3
2006,1,PSL,deputado federal,1,41,10
2006,1,PSOL,deputado federal,1,613,201
2006,1,PSTU,deputado federal,1,62,9
2006,1,PT,deputado federal,1,1839,540
2006,1,PT do B,deputado federal,1,929,15
2006,1,PTB,deputado federal,1,358,20
2006,1,PTC,deputado federal,1,25,5
2006,1,PTN,deputado federal,1,52,4
2006,1,PV,deputado federal,1,793,48
2006,1,PCO,governador,1,20,0
2006,1,PDT,governador,1,509,0
2006,1,PMDB,governador,1,7234,0
2006,1,PPS,governador,1,5789,0
2006,1,PRB,governador,1,3340,0
2006,1,PRP,governador,1,25,0
2006,1,PSDB,governador,1,1014,0
2006,1,PSDC,governador,1,10,0
2006,1,PSL,governador,1,14,0
2006,1,PSOL,governador,1,396,0
2006,1,PT,governador,1,1776,0
2006,1,PDT,presidente,1,991,0
2006,1,PDT,presidente,1,991,0
2006,1,PRP,presidente,1,39,0
2006,1,PRP,presidente,1,39,0
2006,1,PSDB,presidente,1,5331,0
