,ano,sigla_partido,bairro,n_filiados
16434,2006,PSC,Cavalcanti,55
16435,2006,PSC,Centro,12
16436,2006,PSC,Cidade de Deus,4
16437,2006,PSC,Cocotá,11
16438,2006,PSC,Coelho Neto,10
16439,2006,PSC,Colégio,4
16440,2006,PSC,Complexo do Alemão,7
16441,2006,PSC,Copacabana,57
16442,2006,PSC,Cordovil,32
16443,2006,PSC,Cosme Velho,1
16444,2006,PSC,Cosmos,34
16445,2006,PSC,Costa Barros,4
16446,2006,PSC,Curicica,2
16447,2006,PSC,Del Castilho,8
16448,2006,PSC,Deodoro,6
16449,2006,PSC,Encantado,3
16450,2006,PSC,Engenho Novo,12
16451,2006,PSC,Engenho da Rainha,7
16452,2006,PSC,Engenho de Dentro,17
16453,2006,PSC,Flamengo,8
16454,2006,PSC,Freguesia (Ilha),4
16455,2006,PSC,Freguesia (Jacarepaguá),37
16456,2006,PSC,Galeão,7
16457,2006,PSC,Gamboa,1
16458,2006,PSC,Gardênia Azul,2
16459,2006,PSC,Gericinó,1
16460,2006,PSC,Glória,19
16461,2006,PSC,Grajaú,5
16462,2006,PSC,Guadalupe,13
16463,2006,PSC,Guaratiba,11
16464,2006,PSC,Gávea,1
16465,2006,PSC,Higienópolis,6
16466,2006,PSC,Honório Gurgel,1
16467,2006,PSC,Humaitá,3
16468,2006,PSC,Inhaúma,5
16469,2006,PSC,Inhoaíba,8
16470,2006,PSC,Ipanema,12
16471,2006,PSC,Irajá,99
16472,2006,PSC,Itanhangá,2
16473,2006,PSC,Jacarepaguá,29
16474,2006,PSC,Jacarezinho,7
16475,2006,PSC,Jacaré,2
16476,2006,PSC,Jardim América,45
16477,2006,PSC,Jardim Botânico,1
16478,2006,PSC,Jardim Carioca,13
16479,2006,PSC,Jardim Guanabara,11
16480,2006,PSC,Jardim Sulacap,2
16481,2006,PSC,Lagoa,2
16482,2006,PSC,Lapa,1
16483,2006,PSC,Laranjeiras,9
16484,2006,PSC,Leblon,6
16485,2006,PSC,Leme,1
16486,2006,PSC,Lins de Vasconcelos,2
16487,2006,PSC,Madureira,11
16488,2006,PSC,Magalhães Bastos,4
16489,2006,PSC,Manguinhos,1
16490,2006,PSC,Maracanã,5
16491,2006,PSC,Marechal Hermes,36
16492,2006,PSC,Maria da Graça,2
16493,2006,PSC,Maré,60
16494,2006,PSC,Moneró,3
16495,2006,PSC,Méier,30
16496,2006,PSC,Olaria,14
16497,2006,PSC,Osvaldo Cruz,9
16498,2006,PSC,Paciência,23
16499,2006,PSC,Padre Miguel,41
16500,2006,PSC,Parada de Lucas,4
16501,2006,PSC,Parque Anchieta,11
16502,2006,PSC,Parque Colúmbia,5
16503,2006,PSC,Pavuna,19
16504,2006,PSC,Pechincha,7
16505,2006,PSC,Pedra de Guaratiba,8
16506,2006,PSC,Penha,17
16507,2006,PSC,Penha Circular,11
16508,2006,PSC,Piedade,48
16509,2006,PSC,Pilares,83
16510,2006,PSC,Portuguesa,5
16511,2006,PSC,Praia da Bandeira,2
16512,2006,PSC,Praça Seca,16
16513,2006,PSC,Praça da Bandeira,3
16514,2006,PSC,Quintino Bocaiúva,38
16515,2006,PSC,Ramos,79
16516,2006,PSC,Realengo,62
16517,2006,PSC,Recreio dos Bandeirantes,24
16518,2006,PSC,Riachuelo,5
16519,2006,PSC,Ribeira,5
16520,2006,PSC,Ricardo de Albuquerque,3
16521,2006,PSC,Rio Comprido,15
16522,2006,PSC,Rocha,5
16523,2006,PSC,Rocha Miranda,13
16524,2006,PSC,Rocinha,2
16525,2006,PSC,Santa Cruz,62
16526,2006,PSC,Santa Teresa,37
16527,2006,PSC,Santo Cristo,1
16528,2006,PSC,Santíssimo,4
16529,2006,PSC,Saúde,2
16530,2006,PSC,Senador Camará,28
16531,2006,PSC,Senador Vasconcelos,8
16532,2006,PSC,Sepetiba,7
16533,2006,PSC,São Conrado,4
16534,2006,PSC,São Cristóvão,20
16535,2006,PSC,São Francisco Xavier,2
16536,2006,PSC,Tanque,11
16537,2006,PSC,Taquara,30
16538,2006,PSC,Tauá,7
16539,2006,PSC,Tijuca,31
16540,2006,PSC,Todos os Santos,17
16541,2006,PSC,Tomás Coelho,1
16542,2006,PSC,Turiaçú,4
16543,2006,PSC,Urca,8
16544,2006,PSC,Vargem Grande,3
16545,2006,PSC,Vargem Pequena,3
16546,2006,PSC,Vasco da Gama,36
16547,2006,PSC,Vaz Lobo,6
16548,2006,PSC,Vicente de Carvalho,2
16549,2006,PSC,Vidigal,6
16550,2006,PSC,Vigário Geral,4
16551,2006,PSC,Vila Isabel,11
16552,2006,PSC,Vila Kosmos,6
16553,2006,PSC,Vila Militar,1
16554,2006,PSC,Vila Valqueire,6
16555,2006,PSC,Vila da Penha,7
16556,2006,PSC,Zumbi,4
16557,2006,PSC,nao informado,86
16558,2006,PSC,Água Santa,1
16559,2006,PSD,Abolição,1
16560,2006,PSD,Andaraí,2
16561,2006,PSD,Anil,2
16562,2006,PSD,Bangu,10
16563,2006,PSD,Barra da Tijuca,10
16564,2006,PSD,Bento Ribeiro,2
16565,2006,PSD,Bonsucesso,1
16566,2006,PSD,Botafogo,6
16567,2006,PSD,Brás de Pina,1
16568,2006,PSD,Cachambi,3
16569,2006,PSD,Campo Grande,11
16570,2006,PSD,Cascadura,2
16571,2006,PSD,Catete,1
16572,2006,PSD,Centro,3
16573,2006,PSD,Cidade Nova,1
16574,2006,PSD,Cidade de Deus,1
16575,2006,PSD,Coelho Neto,1
16576,2006,PSD,Complexo do Alemão,1
16577,2006,PSD,Copacabana,18
16578,2006,PSD,Cordovil,2
16579,2006,PSD,Cosme Velho,1
16580,2006,PSD,Cosmos,1
16581,2006,PSD,Deodoro,2
16582,2006,PSD,Encantado,1
16583,2006,PSD,Engenho de Dentro,3
16584,2006,PSD,Flamengo,3
16585,2006,PSD,Freguesia (Jacarepaguá),6
16586,2006,PSD,Galeão,3
16587,2006,PSD,Gamboa,2
16588,2006,PSD,Glória,3
16589,2006,PSD,Guaratiba,1
16590,2006,PSD,Honório Gurgel,1
16591,2006,PSD,Ipanema,8
16592,2006,PSD,Irajá,1
16593,2006,PSD,Itanhangá,1
16594,2006,PSD,Jacarepaguá,2
16595,2006,PSD,Jardim Botânico,2
16596,2006,PSD,Jardim Guanabara,1
16597,2006,PSD,Jardim Sulacap,1
16598,2006,PSD,Lagoa,4
16599,2006,PSD,Lapa,1
16600,2006,PSD,Laranjeiras,4
16601,2006,PSD,Leblon,7
16602,2006,PSD,Leme,1
16603,2006,PSD,Lins de Vasconcelos,1
16604,2006,PSD,Madureira,2
16605,2006,PSD,Magalhães Bastos,1
16606,2006,PSD,Marechal Hermes,2
16607,2006,PSD,Maré,2
16608,2006,PSD,Méier,3
16609,2006,PSD,Paciência,2
16610,2006,PSD,Paquetá,1
16611,2006,PSD,Parada de Lucas,2
16612,2006,PSD,Parque Colúmbia,1
16613,2006,PSD,Pavuna,1
16614,2006,PSD,Pechincha,1
16615,2006,PSD,Penha,1
16616,2006,PSD,Penha Circular,1
16617,2006,PSD,Piedade,3
16618,2006,PSD,Praia da Bandeira,1
16619,2006,PSD,Praça Seca,5
16620,2006,PSD,Quintino Bocaiúva,1
16621,2006,PSD,Ramos,2
16622,2006,PSD,Realengo,4
16623,2006,PSD,Recreio dos Bandeirantes,3
16624,2006,PSD,Ribeira,1
16625,2006,PSD,Rio Comprido,1
16626,2006,PSD,Rocha Miranda,2
16627,2006,PSD,Rocinha,1
16628,2006,PSD,Santa Cruz,6
16629,2006,PSD,Santo Cristo,1
16630,2006,PSD,Senador Camará,2
16631,2006,PSD,Sepetiba,3
16632,2006,PSD,São Conrado,1
16633,2006,PSD,Tanque,1
16634,2006,PSD,Taquara,4
16635,2006,PSD,Tijuca,11
16636,2006,PSD,Todos os Santos,1
16637,2006,PSD,Turiaçú,1
16638,2006,PSD,Vargem Grande,1
16639,2006,PSD,Vargem Pequena,1
16640,2006,PSD,Vigário Geral,1
16641,2006,PSD,Vila Isabel,3
16642,2006,PSD,Vila Kosmos,1
16643,2006,PSD,Vila da Penha,2
16644,2006,PSD,nao informado,12
16645,2006,PSDB,Abolição,11
16646,2006,PSDB,Acari,22
16647,2006,PSDB,Alto da Boa Vista,52
16648,2006,PSDB,Anchieta,53
16649,2006,PSDB,Andaraí,165
16650,2006,PSDB,Anil,163
16651,2006,PSDB,Bancários,31
16652,2006,PSDB,Bangu,2450
16653,2006,PSDB,Barra da Tijuca,389
16654,2006,PSDB,Barra de Guaratiba,4
16655,2006,PSDB,Barros Filho,61
16656,2006,PSDB,Benfica,188
16657,2006,PSDB,Bento Ribeiro,105
16658,2006,PSDB,Bonsucesso,115
16659,2006,PSDB,Botafogo,452
16660,2006,PSDB,Brás de Pina,113
16661,2006,PSDB,Cachambi,178
16662,2006,PSDB,Cacuia,21
16663,2006,PSDB,Caju,135
16664,2006,PSDB,Campinho,41
16665,2006,PSDB,Campo Grande,1392
16666,2006,PSDB,Campo dos Afonsos,20
16667,2006,PSDB,Cascadura,107
16668,2006,PSDB,Catete,50
16669,2006,PSDB,Cavalcanti,46
16670,2006,PSDB,Centro,189
16671,2006,PSDB,Cidade Nova,77
16672,2006,PSDB,Cidade Universitária,2
16673,2006,PSDB,Cidade de Deus,283
16674,2006,PSDB,Cocotá,32
16675,2006,PSDB,Coelho Neto,46
16676,2006,PSDB,Colégio,43
16677,2006,PSDB,Complexo do Alemão,80
16678,2006,PSDB,Copacabana,882
16679,2006,PSDB,Cordovil,258
16680,2006,PSDB,Cosme Velho,65
16681,2006,PSDB,Cosmos,197
16682,2006,PSDB,Costa Barros,43
16683,2006,PSDB,Curicica,183
16684,2006,PSDB,Del Castilho,39
16685,2006,PSDB,Deodoro,70
16686,2006,PSDB,Encantado,38
16687,2006,PSDB,Engenheiro Leal,35
16688,2006,PSDB,Engenho Novo,128
16689,2006,PSDB,Engenho da Rainha,83
16690,2006,PSDB,Engenho de Dentro,202
16691,2006,PSDB,Estácio,3
16692,2006,PSDB,Flamengo,269
16693,2006,PSDB,Freguesia (Ilha),38
16694,2006,PSDB,Freguesia (Jacarepaguá),665
16695,2006,PSDB,Galeão,68
16696,2006,PSDB,Gamboa,43
16697,2006,PSDB,Gardênia Azul,40
16698,2006,PSDB,Gericinó,12
16699,2006,PSDB,Glória,184
16700,2006,PSDB,Grajaú,164
16701,2006,PSDB,Guadalupe,305
16702,2006,PSDB,Guaratiba,152
16703,2006,PSDB,Gávea,145
16704,2006,PSDB,Higienópolis,127
16705,2006,PSDB,Honório Gurgel,63
16706,2006,PSDB,Humaitá,57
16707,2006,PSDB,Inhaúma,409
16708,2006,PSDB,Inhoaíba,249
16709,2006,PSDB,Ipanema,273
16710,2006,PSDB,Irajá,433
16711,2006,PSDB,Itanhangá,50
16712,2006,PSDB,Jacarepaguá,182
16713,2006,PSDB,Jacarezinho,118
16714,2006,PSDB,Jacaré,155
16715,2006,PSDB,Jardim América,198
16716,2006,PSDB,Jardim Botânico,115
16717,2006,PSDB,Jardim Carioca,66
16718,2006,PSDB,Jardim Guanabara,75
16719,2006,PSDB,Jardim Sulacap,69
16720,2006,PSDB,Lagoa,129
16721,2006,PSDB,Lapa,66
16722,2006,PSDB,Laranjeiras,121
16723,2006,PSDB,Leblon,200
16724,2006,PSDB,Leme,60
16725,2006,PSDB,Lins de Vasconcelos,112
16726,2006,PSDB,Madureira,339
16727,2006,PSDB,Magalhães Bastos,199
16728,2006,PSDB,Manguinhos,16
16729,2006,PSDB,Maracanã,74
16730,2006,PSDB,Marechal Hermes,145
16731,2006,PSDB,Maria da Graça,44
16732,2006,PSDB,Maré,351
16733,2006,PSDB,Moneró,48
16734,2006,PSDB,Méier,311
16735,2006,PSDB,Olaria,150
16736,2006,PSDB,Osvaldo Cruz,90
16737,2006,PSDB,Paciência,423
16738,2006,PSDB,Padre Miguel,551
16739,2006,PSDB,Paquetá,28
16740,2006,PSDB,Parada de Lucas,43
16741,2006,PSDB,Parque Anchieta,64
16742,2006,PSDB,Parque Colúmbia,11
16743,2006,PSDB,Pavuna,134
16744,2006,PSDB,Pechincha,222
16745,2006,PSDB,Pedra de Guaratiba,42
16746,2006,PSDB,Penha,174
16747,2006,PSDB,Penha Circular,93
16748,2006,PSDB,Piedade,213
16749,2006,PSDB,Pilares,143
16750,2006,PSDB,Portuguesa,140
16751,2006,PSDB,Praia da Bandeira,20
16752,2006,PSDB,Praça Seca,425
16753,2006,PSDB,Praça da Bandeira,74
16754,2006,PSDB,Quintino Bocaiúva,250
16755,2006,PSDB,Ramos,248
16756,2006,PSDB,Realengo,770
16757,2006,PSDB,Recreio dos Bandeirantes,240
16758,2006,PSDB,Riachuelo,19
16759,2006,PSDB,Ribeira,38
16760,2006,PSDB,Ricardo de Albuquerque,87
16761,2006,PSDB,Rio Comprido,619
16762,2006,PSDB,Rocha,79
16763,2006,PSDB,Rocha Miranda,196
16764,2006,PSDB,Rocinha,84
16765,2006,PSDB,Santa Cruz,1554
16766,2006,PSDB,Santa Teresa,475
16767,2006,PSDB,Santo Cristo,188
16768,2006,PSDB,Santíssimo,124
16769,2006,PSDB,Saúde,38
16770,2006,PSDB,Senador Camará,708
16771,2006,PSDB,Senador Vasconcelos,69
16772,2006,PSDB,Sepetiba,216
16773,2006,PSDB,São Conrado,254
16774,2006,PSDB,São Cristóvão,142
16775,2006,PSDB,São Francisco Xavier,30
16776,2006,PSDB,Tanque,263
16777,2006,PSDB,Taquara,565
16778,2006,PSDB,Tauá,49
16779,2006,PSDB,Tijuca,851
16780,2006,PSDB,Todos os Santos,38
16781,2006,PSDB,Tomás Coelho,25
16782,2006,PSDB,Turiaçú,43
16783,2006,PSDB,Urca,46
16784,2006,PSDB,Vargem Grande,78
16785,2006,PSDB,Vargem Pequena,76
16786,2006,PSDB,Vasco da Gama,72
16787,2006,PSDB,Vaz Lobo,71
16788,2006,PSDB,Vicente de Carvalho,12
16789,2006,PSDB,Vidigal,79
16790,2006,PSDB,Vigário Geral,110
16791,2006,PSDB,Vila Isabel,341
16792,2006,PSDB,Vila Kosmos,41
16793,2006,PSDB,Vila Militar,52
16794,2006,PSDB,Vila Valqueire,176
16795,2006,PSDB,Vila da Penha,35
16796,2006,PSDB,Zumbi,14
16797,2006,PSDB,nao informado,1259
16798,2006,PSDB,Água Santa,14
16799,2006,PSL,Anchieta,2
16800,2006,PSL,Andaraí,2
16801,2006,PSL,Anil,2
16802,2006,PSL,Bangu,18
16803,2006,PSL,Barra da Tijuca,26
16804,2006,PSL,Barra de Guaratiba,1
16805,2006,PSL,Benfica,11
16806,2006,PSL,Bento Ribeiro,4
16807,2006,PSL,Bonsucesso,5
16808,2006,PSL,Botafogo,7
16809,2006,PSL,Brás de Pina,5
16810,2006,PSL,Cachambi,4
16811,2006,PSL,Caju,4
16812,2006,PSL,Campo Grande,22
16813,2006,PSL,Campo dos Afonsos,1
16814,2006,PSL,Catete,4
16815,2006,PSL,Cavalcanti,1
16816,2006,PSL,Centro,5
16817,2006,PSL,Cidade Nova,1
16818,2006,PSL,Cidade de Deus,1
16819,2006,PSL,Coelho Neto,2
16820,2006,PSL,Colégio,1
16821,2006,PSL,Complexo do Alemão,2
16822,2006,PSL,Copacabana,20
16823,2006,PSL,Cordovil,7
16824,2006,PSL,Cosme Velho,1
16825,2006,PSL,Cosmos,4
16826,2006,PSL,Curicica,3
16827,2006,PSL,Del Castilho,4
16828,2006,PSL,Encantado,4
16829,2006,PSL,Engenho Novo,3
16830,2006,PSL,Engenho da Rainha,1
16831,2006,PSL,Engenho de Dentro,4
16832,2006,PSL,Flamengo,7
16833,2006,PSL,Freguesia (Ilha),4
16834,2006,PSL,Freguesia (Jacarepaguá),7
16835,2006,PSL,Galeão,5
16836,2006,PSL,Gamboa,2
16837,2006,PSL,Gardênia Azul,1
16838,2006,PSL,Glória,4
16839,2006,PSL,Grajaú,2
16840,2006,PSL,Guadalupe,3
16841,2006,PSL,Guaratiba,4
16842,2006,PSL,Gávea,2
16843,2006,PSL,Higienópolis,8
16844,2006,PSL,Inhaúma,3
16845,2006,PSL,Inhoaíba,1
16846,2006,PSL,Ipanema,9
16847,2006,PSL,Irajá,10
16848,2006,PSL,Itanhangá,2
16849,2006,PSL,Jacarepaguá,8
16850,2006,PSL,Jacarezinho,2
16851,2006,PSL,Jacaré,1
16852,2006,PSL,Jardim América,3
16853,2006,PSL,Jardim Botânico,1
16854,2006,PSL,Jardim Carioca,1
16855,2006,PSL,Jardim Guanabara,4
16856,2006,PSL,Jardim Sulacap,2
16857,2006,PSL,Lagoa,1
16858,2006,PSL,Lapa,4
16859,2006,PSL,Laranjeiras,1
16860,2006,PSL,Leblon,3
16861,2006,PSL,Lins de Vasconcelos,3
16862,2006,PSL,Madureira,5
16863,2006,PSL,Magalhães Bastos,2
16864,2006,PSL,Maracanã,6
16865,2006,PSL,Marechal Hermes,6
16866,2006,PSL,Maria da Graça,3
16867,2006,PSL,Maré,6
16868,2006,PSL,Moneró,2
16869,2006,PSL,Méier,8
16870,2006,PSL,Olaria,6
16871,2006,PSL,Paciência,6
16872,2006,PSL,Padre Miguel,3
16873,2006,PSL,Parque Anchieta,7
16874,2006,PSL,Pavuna,6
16875,2006,PSL,Pechincha,2
16876,2006,PSL,Pedra de Guaratiba,2
16877,2006,PSL,Penha,3
16878,2006,PSL,Penha Circular,6
16879,2006,PSL,Piedade,6
16880,2006,PSL,Pilares,2
16881,2006,PSL,Portuguesa,2
16882,2006,PSL,Praça Seca,7
16883,2006,PSL,Praça da Bandeira,2
16884,2006,PSL,Quintino Bocaiúva,11
16885,2006,PSL,Ramos,4
16886,2006,PSL,Realengo,15
16887,2006,PSL,Recreio dos Bandeirantes,16
16888,2006,PSL,Ricardo de Albuquerque,1
16889,2006,PSL,Rio Comprido,4
16890,2006,PSL,Rocha,1
16891,2006,PSL,Rocha Miranda,6
16892,2006,PSL,Santa Cruz,17
16893,2006,PSL,Santa Teresa,5
16894,2006,PSL,Santíssimo,2
16895,2006,PSL,Saúde,1
16896,2006,PSL,Senador Camará,6
16897,2006,PSL,Senador Vasconcelos,1
16898,2006,PSL,Sepetiba,2
16899,2006,PSL,São Conrado,1
16900,2006,PSL,São Cristóvão,2
16901,2006,PSL,Tanque,2
16902,2006,PSL,Taquara,7
16903,2006,PSL,Tauá,4
16904,2006,PSL,Tijuca,19
16905,2006,PSL,Todos os Santos,2
16906,2006,PSL,Turiaçú,1
16907,2006,PSL,Urca,1
16908,2006,PSL,Vargem Grande,1
16909,2006,PSL,Vargem Pequena,1
16910,2006,PSL,Vasco da Gama,2
16911,2006,PSL,Vaz Lobo,2
16912,2006,PSL,Vila Isabel,9
16913,2006,PSL,Vila Militar,1
16914,2006,PSL,Vila Valqueire,4
16915,2006,PSL,Vila da Penha,3
16916,2006,PSL,nao informado,49
16917,2006,PSOL,Abolição,2
16918,2006,PSOL,Alto da Boa Vista,2
16919,2006,PSOL,Anchieta,3
16920,2006,PSOL,Andaraí,9
16921,2006,PSOL,Anil,1
16922,2006,PSOL,Bancários,1
16923,2006,PSOL,Bangu,79
16924,2006,PSOL,Barra da Tijuca,18
16925,2006,PSOL,Barra de Guaratiba,2
16926,2006,PSOL,Barros Filho,1
16927,2006,PSOL,Benfica,1
16928,2006,PSOL,Bento Ribeiro,9
16929,2006,PSOL,Bonsucesso,8
16930,2006,PSOL,Botafogo,26
16931,2006,PSOL,Brás de Pina,4
16932,2006,PSOL,Cachambi,2
16933,2006,PSOL,Caju,1
16934,2006,PSOL,Campo Grande,48
16935,2006,PSOL,Cascadura,3
16936,2006,PSOL,Catete,5
16937,2006,PSOL,Cavalcanti,3
16938,2006,PSOL,Centro,18
16939,2006,PSOL,Cidade Nova,2
16940,2006,PSOL,Cidade de Deus,3
16941,2006,PSOL,Cocotá,3
16942,2006,PSOL,Coelho Neto,4
16943,2006,PSOL,Colégio,1
16944,2006,PSOL,Complexo do Alemão,3
16945,2006,PSOL,Copacabana,45
16946,2006,PSOL,Cordovil,1
16947,2006,PSOL,Cosme Velho,2
16948,2006,PSOL,Cosmos,4
16949,2006,PSOL,Costa Barros,3
16950,2006,PSOL,Del Castilho,4
16951,2006,PSOL,Deodoro,1
16952,2006,PSOL,Encantado,3
16953,2006,PSOL,Engenheiro Leal,1
16954,2006,PSOL,Engenho Novo,5
16955,2006,PSOL,Engenho da Rainha,1
16956,2006,PSOL,Engenho de Dentro,9
16957,2006,PSOL,Flamengo,31
16958,2006,PSOL,Freguesia (Ilha),2
16959,2006,PSOL,Freguesia (Jacarepaguá),12
16960,2006,PSOL,Galeão,3
16961,2006,PSOL,Gamboa,1
16962,2006,PSOL,Glória,12
16963,2006,PSOL,Grajaú,9
16964,2006,PSOL,Guadalupe,3
16965,2006,PSOL,Guaratiba,5
16966,2006,PSOL,Gávea,7
16967,2006,PSOL,Higienópolis,5
16968,2006,PSOL,Honório Gurgel,1
16969,2006,PSOL,Humaitá,1
16970,2006,PSOL,Inhaúma,2
16971,2006,PSOL,Inhoaíba,4
16972,2006,PSOL,Ipanema,14
16973,2006,PSOL,Irajá,9
16974,2006,PSOL,Jacarepaguá,9
16975,2006,PSOL,Jacarezinho,5
16976,2006,PSOL,Jacaré,3
16977,2006,PSOL,Jardim América,6
16978,2006,PSOL,Jardim Botânico,3
16979,2006,PSOL,Jardim Carioca,2
16980,2006,PSOL,Jardim Guanabara,2
16981,2006,PSOL,Jardim Sulacap,2
16982,2006,PSOL,Lagoa,6
16983,2006,PSOL,Lapa,7
16984,2006,PSOL,Laranjeiras,30
16985,2006,PSOL,Leblon,11
16986,2006,PSOL,Leme,3
16987,2006,PSOL,Lins de Vasconcelos,3
16988,2006,PSOL,Madureira,5
16989,2006,PSOL,Magalhães Bastos,2
16990,2006,PSOL,Maracanã,8
16991,2006,PSOL,Marechal Hermes,1
16992,2006,PSOL,Maré,5
16993,2006,PSOL,Moneró,1
16994,2006,PSOL,Méier,23
16995,2006,PSOL,Olaria,5
16996,2006,PSOL,Osvaldo Cruz,1
16997,2006,PSOL,Paciência,16
16998,2006,PSOL,Padre Miguel,2
16999,2006,PSOL,Paquetá,1
17000,2006,PSOL,Parque Anchieta,5
17001,2006,PSOL,Pechincha,1
17002,2006,PSOL,Penha,16
17003,2006,PSOL,Penha Circular,3
17004,2006,PSOL,Piedade,2
17005,2006,PSOL,Pilares,2
17006,2006,PSOL,Portuguesa,3
17007,2006,PSOL,Praça Seca,4
17008,2006,PSOL,Quintino Bocaiúva,3
17009,2006,PSOL,Ramos,13
17010,2006,PSOL,Realengo,16
17011,2006,PSOL,Recreio dos Bandeirantes,10
17012,2006,PSOL,Ricardo de Albuquerque,1
17013,2006,PSOL,Rio Comprido,12
17014,2006,PSOL,Rocha,2
17015,2006,PSOL,Rocha Miranda,6
17016,2006,PSOL,Rocinha,1
17017,2006,PSOL,Santa Cruz,49
17018,2006,PSOL,Santa Teresa,20
17019,2006,PSOL,Santo Cristo,1
17020,2006,PSOL,Santíssimo,2
17021,2006,PSOL,Saúde,6
17022,2006,PSOL,Senador Camará,23
17023,2006,PSOL,Senador Vasconcelos,6
17024,2006,PSOL,Sepetiba,4
17025,2006,PSOL,São Conrado,4
17026,2006,PSOL,São Cristóvão,6
17027,2006,PSOL,São Francisco Xavier,2
17028,2006,PSOL,Tanque,2
17029,2006,PSOL,Taquara,4
17030,2006,PSOL,Tauá,1
17031,2006,PSOL,Tijuca,61
17032,2006,PSOL,Todos os Santos,6
17033,2006,PSOL,Tomás Coelho,1
17034,2006,PSOL,Turiaçú,1
17035,2006,PSOL,Urca,4
17036,2006,PSOL,Vargem Pequena,2
17037,2006,PSOL,Vasco da Gama,1
17038,2006,PSOL,Vaz Lobo,3
17039,2006,PSOL,Vidigal,1
17040,2006,PSOL,Vigário Geral,1
17041,2006,PSOL,Vila Isabel,14
17042,2006,PSOL,Vila Kosmos,4
17043,2006,PSOL,Vila Valqueire,5
17044,2006,PSOL,nao informado,78
17045,2006,PSOL,Água Santa,3
17046,2006,PSTU,Alto da Boa Vista,1
17047,2006,PSTU,Andaraí,5
17048,2006,PSTU,Bangu,2
17049,2006,PSTU,Botafogo,5
17050,2006,PSTU,Brás de Pina,2
17051,2006,PSTU,Campo Grande,7
17052,2006,PSTU,Catete,2
17053,2006,PSTU,Centro,5
17054,2006,PSTU,Cocotá,1
17055,2006,PSTU,Coelho Neto,1
17056,2006,PSTU,Copacabana,7
17057,2006,PSTU,Cosme Velho,1
17058,2006,PSTU,Del Castilho,1
17059,2006,PSTU,Engenho de Dentro,1
17060,2006,PSTU,Freguesia (Jacarepaguá),5
17061,2006,PSTU,Glória,4
17062,2006,PSTU,Guaratiba,2
17063,2006,PSTU,Higienópolis,2
17064,2006,PSTU,Inhaúma,2
17065,2006,PSTU,Ipanema,1
17066,2006,PSTU,Itanhangá,1
17067,2006,PSTU,Jacaré,1
17068,2006,PSTU,Jardim Guanabara,1
17069,2006,PSTU,Laranjeiras,3
17070,2006,PSTU,Leblon,1
17071,2006,PSTU,Leme,1
17072,2006,PSTU,Madureira,6
17073,2006,PSTU,Magalhães Bastos,1
17074,2006,PSTU,Maria da Graça,1
17075,2006,PSTU,Méier,2
17076,2006,PSTU,Osvaldo Cruz,2
17077,2006,PSTU,Padre Miguel,2
17078,2006,PSTU,Parque Colúmbia,1
17079,2006,PSTU,Pavuna,1
17080,2006,PSTU,Pechincha,1
17081,2006,PSTU,Penha,3
17082,2006,PSTU,Penha Circular,3
17083,2006,PSTU,Piedade,1
17084,2006,PSTU,Portuguesa,2
17085,2006,PSTU,Praça Seca,2
17086,2006,PSTU,Realengo,1
17087,2006,PSTU,Recreio dos Bandeirantes,2
17088,2006,PSTU,Rio Comprido,2
17089,2006,PSTU,Rocha Miranda,1
17090,2006,PSTU,Santa Cruz,3
17091,2006,PSTU,Santa Teresa,1
17092,2006,PSTU,Senador Camará,2
17093,2006,PSTU,São Cristóvão,2
17094,2006,PSTU,Taquara,2
17095,2006,PSTU,Tauá,2
17096,2006,PSTU,Tijuca,15
17097,2006,PSTU,Vargem Grande,1
17098,2006,PSTU,Vila Isabel,9
17099,2006,PSTU,Vila Kosmos,2
17100,2006,PSTU,Vila da Penha,3
17101,2006,PSTU,nao informado,7
17102,2006,PT,Abolição,19
17103,2006,PT,Acari,50
17104,2006,PT,Alto da Boa Vista,63
17105,2006,PT,Anchieta,101
17106,2006,PT,Andaraí,344
17107,2006,PT,Anil,104
17108,2006,PT,Bancários,35
17109,2006,PT,Bangu,3265
17110,2006,PT,Barra da Tijuca,243
17111,2006,PT,Barra de Guaratiba,4
17112,2006,PT,Barros Filho,29
17113,2006,PT,Benfica,124
17114,2006,PT,Bento Ribeiro,80
17115,2006,PT,Bonsucesso,176
17116,2006,PT,Botafogo,455
17117,2006,PT,Brás de Pina,163
17118,2006,PT,Cachambi,76
17119,2006,PT,Cacuia,14
17120,2006,PT,Caju,26
17121,2006,PT,Campinho,22
17122,2006,PT,Campo Grande,1647
17123,2006,PT,Campo dos Afonsos,15
17124,2006,PT,Cascadura,46
17125,2006,PT,Catete,76
17126,2006,PT,Cavalcanti,119
17127,2006,PT,Centro,216
17128,2006,PT,Cidade Nova,29
17129,2006,PT,Cidade Universitária,1
17130,2006,PT,Cidade de Deus,238
17131,2006,PT,Cocotá,31
17132,2006,PT,Coelho Neto,197
17133,2006,PT,Colégio,44
17134,2006,PT,Complexo do Alemão,66
17135,2006,PT,Copacabana,699
17136,2006,PT,Cordovil,387
17137,2006,PT,Cosme Velho,66
17138,2006,PT,Cosmos,266
17139,2006,PT,Costa Barros,69
17140,2006,PT,Curicica,75
17141,2006,PT,Del Castilho,23
17142,2006,PT,Deodoro,168
17143,2006,PT,Encantado,55
17144,2006,PT,Engenheiro Leal,46
17145,2006,PT,Engenho Novo,124
